Keyword,ad_position_average,ad_position_max,ad_position_min,bid,cpc_average,cpc_max,cpc_min,daily_clicks_average,daily_clicks_max,daily_clicks_min,daily_cost_average,daily_cost_max,daily_cost_min,daily_impressions_average,daily_impressions_max,daily_impressions_min,key,language,loc_id,match
technical goals openais,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,technical goals openais,en,2124,exact
stored,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stored,en,2124,exact
introduce,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,introduce,en,2124,exact
microsoft,1.18,1.06,1.3,100,20.52,22.57,18.47,451.79,496.97,406.61,9270.73,10197.8,8343.66,4230.21,4653.23,3807.19,microsoft,en,2124,exact
applying chain,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,applying chain,en,2124,exact
understand happening,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,understand happening,en,2124,exact
conferences,1.11,1.0,1.22,100,37.29,41.02,33.56,0.06,0.07,0.06,2.42,2.66,2.18,4.22,4.64,3.8,conferences,en,2124,exact
assuming,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,assuming,en,2124,exact
custom,1.06,1.0,1.11,100,22.52,24.77,20.26,0.1,0.11,0.09,2.24,2.47,2.02,3.92,4.31,3.52,custom,en,2124,exact
book,1.08,1.0,1.17,100,34.67,38.13,31.2,19.44,21.38,17.49,673.81,741.19,606.43,483.5,531.85,435.15,book,en,2124,exact
classify,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,classify,en,2124,exact
cosmological,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cosmological,en,2124,exact
recently,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recently,en,2124,exact
growth,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growth,en,2124,exact
torch,1.06,1.0,1.11,100,16.03,17.63,14.42,0.92,1.01,0.83,14.75,16.22,13.27,20.33,22.37,18.3,torch,en,2124,exact
coresite http,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coresite http,en,2124,exact
detection,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,detection,en,2124,exact
webinar series garrett grolemund,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,webinar series garrett grolemund,en,2124,exact
gpu rental service,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpu rental service,en,2124,exact
sampling,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sampling,en,2124,exact
stages,1.06,1.0,1.11,100,33.4,36.74,30.06,1.09,1.2,0.98,36.46,40.11,32.82,40.37,44.4,36.33,stages,en,2124,exact
great,1.06,1.0,1.11,100,4.12,4.53,3.71,0.06,0.07,0.06,0.26,0.28,0.23,0.9,0.99,0.81,great,en,2124,exact
buy cloud computing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,buy cloud computing,en,2124,exact
algorithm,1.06,1.0,1.11,100,9.49,10.44,8.54,0.03,0.03,0.03,0.27,0.3,0.24,0.75,0.83,0.68,algorithm,en,2124,exact
building instance create real time,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,building instance create real time,en,2124,exact
products sop,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,products sop,en,2124,exact
effort,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,effort,en,2124,exact
paperspace gpu pricing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace gpu pricing,en,2124,exact
events,1.08,1.0,1.16,100,22.95,25.24,20.65,0.69,0.76,0.62,15.85,17.43,14.26,37.96,41.75,34.16,events,en,2124,exact
practice,1.06,1.0,1.11,100,2.93,3.22,2.63,0.03,0.04,0.03,0.1,0.11,0.09,0.45,0.5,0.41,practice,en,2124,exact
think,1.06,1.0,1.11,100,7.14,7.85,6.42,0.08,0.08,0.07,0.54,0.59,0.48,1.96,2.15,1.76,think,en,2124,exact
increases,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,increases,en,2124,exact
converged convergence,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,converged convergence,en,2124,exact
mean,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mean,en,2124,exact
paperspace cloud,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace cloud,en,2124,exact
businesses,1.06,1.0,1.11,100,16.56,18.21,14.9,0.03,0.04,0.03,0.58,0.64,0.52,1.96,2.15,1.76,businesses,en,2124,exact
receiving response,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,receiving response,en,2124,exact
exactly,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,exactly,en,2124,exact
original,1.06,1.0,1.11,100,7.71,8.48,6.94,0.18,0.2,0.17,1.42,1.57,1.28,4.07,4.47,3.66,original,en,2124,exact
charter,1.57,1.42,1.73,100,20.7,22.77,18.63,0.22,0.24,0.2,4.57,5.03,4.12,4.52,4.97,4.07,charter,en,2124,exact
free virtual computer online,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,free virtual computer online,en,2124,exact
interesting technical,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interesting technical,en,2124,exact
zeros,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zeros,en,2124,exact
cloud gpu services,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloud gpu services,en,2124,exact
gene,1.06,1.0,1.11,100,8.7,9.57,7.83,0.07,0.07,0.06,0.58,0.64,0.52,0.9,0.99,0.81,gene,en,2124,exact
function,1.99,1.8,2.19,100,10.86,11.95,9.77,3.01,3.31,2.71,32.68,35.95,29.42,131.64,144.81,118.48,function,en,2124,exact
formatted reproducible record,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,formatted reproducible record,en,2124,exact
largely,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,largely,en,2124,exact
exercise,1.06,1.0,1.11,100,12.16,13.38,10.95,0.29,0.32,0.26,3.54,3.9,3.19,7.23,7.95,6.51,exercise,en,2124,exact
extracting,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,extracting,en,2124,exact
moderators governance,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,moderators governance,en,2124,exact
deploying,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deploying,en,2124,exact
paper space,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paper space,en,2124,exact
virtual computer online,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,virtual computer online,en,2124,exact
accelerating,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accelerating,en,2124,exact
stacks,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stacks,en,2124,exact
neuron,1.28,1.15,1.41,100,60.05,66.06,54.05,0.01,0.02,0.01,0.9,0.99,0.81,2.11,2.32,1.9,neuron,en,2124,exact
termination,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,termination,en,2124,exact
free gpu for deep learning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,free gpu for deep learning,en,2124,exact
gpus optimized needs perform operation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpus optimized needs perform operation,en,2124,exact
networking,1.09,1.0,1.19,100,26.18,28.8,23.56,0.78,0.86,0.7,20.5,22.55,18.45,44.89,49.37,40.4,networking,en,2124,exact
materials,1.06,1.0,1.11,100,12.01,13.21,10.81,0.09,0.1,0.08,1.06,1.17,0.95,2.11,2.32,1.9,materials,en,2124,exact
transformed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,transformed,en,2124,exact
competition,1.06,1.0,1.11,100,13.64,15.0,12.27,0.09,0.1,0.08,1.21,1.33,1.09,0.9,0.99,0.81,competition,en,2124,exact
electron gases,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,electron gases,en,2124,exact
nlp beginners,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nlp beginners,en,2124,exact
machine,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,machine,en,2124,exact
simple supervised,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simple supervised,en,2124,exact
generic,1.06,1.0,1.11,100,6.88,7.57,6.2,0.07,0.08,0.06,0.48,0.52,0.43,0.9,0.99,0.81,generic,en,2124,exact
writing,1.06,1.0,1.11,100,20.98,23.08,18.88,0.5,0.55,0.45,10.55,11.6,9.49,12.95,14.25,11.66,writing,en,2124,exact
iterate,1.06,1.0,1.11,100,43.14,47.45,38.82,0.02,0.02,0.01,0.72,0.79,0.64,2.41,2.65,2.17,iterate,en,2124,exact
simulations performed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simulations performed,en,2124,exact
operators bring,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,operators bring,en,2124,exact
augmentations covering,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,augmentations covering,en,2124,exact
researchers,1.06,1.0,1.11,100,8.67,9.53,7.8,0.02,0.02,0.01,0.13,0.15,0.12,0.45,0.5,0.41,researchers,en,2124,exact
database,1.82,1.64,2.0,100,55.5,61.05,49.95,1.25,1.38,1.13,69.47,76.41,62.52,94.44,103.88,85.0,database,en,2124,exact
great community,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,great community,en,2124,exact
pipelines gpus dillon,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pipelines gpus dillon,en,2124,exact
number approaches,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,number approaches,en,2124,exact
detects,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,detects,en,2124,exact
similarity dataset,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,similarity dataset,en,2124,exact
components,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,components,en,2124,exact
reproduce time,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reproduce time,en,2124,exact
talk recent,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,talk recent,en,2124,exact
build a deep learning computer,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,build a deep learning computer,en,2124,exact
gan building simple generative adversarial network,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gan building simple generative adversarial network,en,2124,exact
tools versioning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tools versioning,en,2124,exact
conference,1.06,1.0,1.11,100,17.01,18.71,15.31,0.04,0.05,0.04,0.72,0.8,0.65,0.45,0.5,0.41,conference,en,2124,exact
complex ways,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,complex ways,en,2124,exact
hosted,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hosted,en,2124,exact
conf,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,conf,en,2124,exact
introduction,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,introduction,en,2124,exact
writing sample,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,writing sample,en,2124,exact
gpu cloud server,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpu cloud server,en,2124,exact
organs,1.26,1.14,1.39,100,13.62,14.98,12.25,0.05,0.05,0.04,0.66,0.72,0.59,1.66,1.82,1.49,organs,en,2124,exact
visually,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,visually,en,2124,exact
reinforce material discussed hopes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reinforce material discussed hopes,en,2124,exact
youre,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,youre,en,2124,exact
pipelines,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pipelines,en,2124,exact
represented,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,represented,en,2124,exact
paper space io,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paper space io,en,2124,exact
material database,1.06,1.0,1.11,100,50.67,55.74,45.61,0.02,0.02,0.02,0.98,1.07,0.88,0.9,0.99,0.81,material database,en,2124,exact
believable,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,believable,en,2124,exact
central,1.06,1.0,1.11,100,7.59,8.35,6.83,0.03,0.04,0.03,0.25,0.28,0.23,0.75,0.83,0.68,central,en,2124,exact
assumed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,assumed,en,2124,exact
scene,1.06,1.0,1.11,100,5.87,6.45,5.28,86.53,95.18,77.87,507.74,558.51,456.96,596.01,655.61,536.41,scene,en,2124,exact
processed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,processed,en,2124,exact
separate links,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,separate links,en,2124,exact
feature complete tested real world,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,feature complete tested real world,en,2124,exact
deep learning cloud,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deep learning cloud,en,2124,exact
node,1.68,1.52,1.85,100,40.74,44.81,36.66,0.03,0.03,0.03,1.27,1.4,1.14,1.36,1.49,1.22,node,en,2124,exact
link,1.06,1.0,1.11,100,23.97,26.36,21.57,0.06,0.06,0.05,1.34,1.48,1.21,1.2,1.33,1.08,link,en,2124,exact
international,1.06,1.0,1.11,100,9.83,10.81,8.84,0.11,0.12,0.1,1.08,1.19,0.97,2.56,2.82,2.3,international,en,2124,exact
chinese,1.06,1.0,1.11,100,26.44,29.09,23.8,0.09,0.1,0.08,2.43,2.68,2.19,2.86,3.15,2.58,chinese,en,2124,exact
methodological,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,methodological,en,2124,exact
quilt reproducible,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quilt reproducible,en,2124,exact
performant,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,performant,en,2124,exact
similar,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,similar,en,2124,exact
shinyapps,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shinyapps,en,2124,exact
source loop,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,source loop,en,2124,exact
authored,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,authored,en,2124,exact
cost,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cost,en,2124,exact
features higher,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features higher,en,2124,exact
scripting language called,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scripting language called,en,2124,exact
test,1.06,1.0,1.11,100,18.85,20.74,16.97,0.7,0.77,0.63,13.14,14.45,11.82,21.84,24.02,19.66,test,en,2124,exact
generation mean,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,generation mean,en,2124,exact
input,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,input,en,2124,exact
channel,1.06,1.0,1.11,100,32.53,35.78,29.28,0.78,0.86,0.7,25.46,28.0,22.91,4.07,4.47,3.66,channel,en,2124,exact
noted,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,noted,en,2124,exact
understanding hooks post cover debugging,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,understanding hooks post cover debugging,en,2124,exact
chain rule,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chain rule,en,2124,exact
times,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,times,en,2124,exact
gpu server free trial,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpu server free trial,en,2124,exact
rent machine learning server,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rent machine learning server,en,2124,exact
people researchers interesting technical,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,people researchers interesting technical,en,2124,exact
mechanical,1.06,1.0,1.11,100,70.41,77.45,63.37,0.0,0.0,0.0,0.15,0.16,0.13,0.45,0.5,0.41,mechanical,en,2124,exact
measuring,1.06,1.0,1.11,100,16.27,17.89,14.64,0.05,0.05,0.04,0.78,0.86,0.71,0.9,0.99,0.81,measuring,en,2124,exact
robots,1.07,1.0,1.13,100,14.53,15.99,13.08,0.62,0.69,0.56,9.06,9.97,8.16,21.24,23.36,19.11,robots,en,2124,exact
advancing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,advancing,en,2124,exact
units,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,units,en,2124,exact
vectorization,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vectorization,en,2124,exact
easier additional,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,easier additional,en,2124,exact
stars,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stars,en,2124,exact
expression,1.06,1.0,1.11,100,59.7,65.67,53.73,0.01,0.01,0.01,0.39,0.43,0.35,0.45,0.5,0.41,expression,en,2124,exact
discrete,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,discrete,en,2124,exact
languages,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,languages,en,2124,exact
docker,1.78,1.6,1.96,100,60.59,66.64,54.53,5.24,5.77,4.72,317.73,349.5,285.96,314.05,345.45,282.64,docker,en,2124,exact
integrating,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,integrating,en,2124,exact
releases,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,releases,en,2124,exact
calling,1.06,1.0,1.11,100,9.62,10.59,8.66,0.07,0.08,0.06,0.68,0.75,0.61,1.81,1.99,1.63,calling,en,2124,exact
posts follow,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,posts follow,en,2124,exact
universe,1.06,1.0,1.11,100,2.5,2.75,2.25,0.02,0.02,0.02,0.05,0.05,0.04,0.45,0.5,0.41,universe,en,2124,exact
contours,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contours,en,2124,exact
predictions,1.06,1.0,1.11,100,7.06,7.77,6.36,0.04,0.05,0.04,0.32,0.35,0.28,0.75,0.83,0.68,predictions,en,2124,exact
review,1.22,1.1,1.34,100,13.39,14.73,12.05,0.22,0.24,0.19,2.9,3.19,2.61,5.72,6.3,5.15,review,en,2124,exact
physical,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,physical,en,2124,exact
gpu on rent,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpu on rent,en,2124,exact
feature engineering,1.48,1.33,1.63,100,49.39,54.33,44.45,0.02,0.02,0.02,0.89,0.98,0.8,2.11,2.32,1.9,feature engineering,en,2124,exact
interfaces designed machine access,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interfaces designed machine access,en,2124,exact
needing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,needing,en,2124,exact
sample,1.06,1.0,1.11,100,7.46,8.2,6.71,0.27,0.3,0.25,2.05,2.25,1.84,4.07,4.47,3.66,sample,en,2124,exact
generality,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,generality,en,2124,exact
servers aws,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,servers aws,en,2124,exact
simple,1.81,1.63,1.99,100,23.03,25.33,20.72,0.41,0.46,0.37,9.53,10.48,8.58,14.76,16.24,13.28,simple,en,2124,exact
devtools,1.8,1.62,1.98,100,35.72,39.3,32.15,0.02,0.02,0.02,0.75,0.82,0.67,1.2,1.33,1.08,devtools,en,2124,exact
control category,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,control category,en,2124,exact
customers,1.06,1.0,1.11,100,4.85,5.34,4.37,0.03,0.04,0.03,0.16,0.18,0.15,0.9,0.99,0.81,customers,en,2124,exact
research development,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,research development,en,2124,exact
configuring,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,configuring,en,2124,exact
ability generate,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ability generate,en,2124,exact
star,1.06,1.0,1.11,100,25.03,27.53,22.52,0.0,0.0,0.0,0.09,0.1,0.08,0.45,0.5,0.41,star,en,2124,exact
environment end,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,environment end,en,2124,exact
ram maximize,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ram maximize,en,2124,exact
microsoft infrastructure deep,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,microsoft infrastructure deep,en,2124,exact
update offering recently featured,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,update offering recently featured,en,2124,exact
deep learning infrastructure,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deep learning infrastructure,en,2124,exact
scheduled,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scheduled,en,2124,exact
optimization,1.14,1.02,1.25,100,17.25,18.98,15.53,0.06,0.07,0.06,1.08,1.19,0.97,3.31,3.65,2.98,optimization,en,2124,exact
project stylegan,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,project stylegan,en,2124,exact
import,1.06,1.0,1.11,100,38.78,42.66,34.91,0.05,0.06,0.05,2.05,2.26,1.85,1.81,1.99,1.63,import,en,2124,exact
recordings,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recordings,en,2124,exact
astrophysical,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,astrophysical,en,2124,exact
introduces,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,introduces,en,2124,exact
manage,1.06,1.0,1.11,100,17.78,19.56,16.0,0.43,0.48,0.39,7.69,8.46,6.92,10.54,11.6,9.49,manage,en,2124,exact
efficiently internalize,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,efficiently internalize,en,2124,exact
rent a cloud pc,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rent a cloud pc,en,2124,exact
filter,1.06,1.0,1.11,100,19.1,21.01,17.19,0.43,0.47,0.39,8.21,9.04,7.39,18.23,20.05,16.4,filter,en,2124,exact
factorization,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,factorization,en,2124,exact
hacker,1.06,1.0,1.11,100,13.83,15.22,12.45,0.68,0.75,0.62,9.46,10.41,8.52,9.04,9.94,8.13,hacker,en,2124,exact
openings,1.06,1.0,1.11,100,3.97,4.37,3.57,0.1,0.11,0.09,0.39,0.43,0.35,0.9,0.99,0.81,openings,en,2124,exact
staging,1.77,1.59,1.94,100,45.69,50.26,41.12,0.22,0.24,0.2,10.17,11.19,9.16,21.24,23.36,19.11,staging,en,2124,exact
experience applications today built,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,experience applications today built,en,2124,exact
networks,1.06,1.0,1.11,100,19.13,21.04,17.22,0.08,0.08,0.07,1.47,1.62,1.33,1.96,2.15,1.76,networks,en,2124,exact
develops,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,develops,en,2124,exact
calculating,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calculating,en,2124,exact
futures,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,futures,en,2124,exact
far looked,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,far looked,en,2124,exact
increasing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,increasing,en,2124,exact
way,1.75,1.58,1.93,100,8.07,8.87,7.26,0.64,0.7,0.57,5.13,5.64,4.61,10.39,11.43,9.35,way,en,2124,exact
natural,1.06,1.0,1.11,100,9.63,10.6,8.67,0.09,0.1,0.08,0.86,0.94,0.77,1.66,1.82,1.49,natural,en,2124,exact
docs build,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,docs build,en,2124,exact
gradients ayoosh,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gradients ayoosh,en,2124,exact
pixel values lower,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pixel values lower,en,2124,exact
rent out gpu for deep learning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rent out gpu for deep learning,en,2124,exact
produces multiple,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,produces multiple,en,2124,exact
agents,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agents,en,2124,exact
involving,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,involving,en,2124,exact
